SessionID,Severity,Code,Name,Description,ParentFile,Line,Column,Code Unit Database,Code Unit Schema,Code Unit Package,Code Unit Name,Code Unit Id,Code Unit,Code Unit Size,SourceLanguage,MigrationID
53b2786d-0a21-49d8-9dc6-c4748d4df71c,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'DollarStringLiteralExpr' NODE,vevodb/operations/procedure/mv_sp__mv_advertiser_spend__4_2_cascade.sql,3,5760,vevodb,operations,N/A,"mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)","vevodb.operations.mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)",CREATE PROCEDURE,XS,RedShift,DvefAe5IK3+lJQ1/aClvvQ==
53b2786d-0a21-49d8-9dc6-c4748d4df71c,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'DollarStringLiteralExpr' NODE,vevodb/operations/procedure/mv_sp__mv_advertiser_spend__4_2_cascade.sql,3,5891,vevodb,operations,N/A,"mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)","vevodb.operations.mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)",CREATE PROCEDURE,XS,RedShift,DvefAe5IK3+lJQ1/aClvvQ==
53b2786d-0a21-49d8-9dc6-c4748d4df71c,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'DollarStringLiteralExpr' NODE,vevodb/operations/procedure/mv_sp__mv_advertiser_spend__4_2_cascade.sql,3,6051,vevodb,operations,N/A,"mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)","vevodb.operations.mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)",CREATE PROCEDURE,XS,RedShift,DvefAe5IK3+lJQ1/aClvvQ==
53b2786d-0a21-49d8-9dc6-c4748d4df71c,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'DollarStringLiteralExpr' NODE,vevodb/operations/procedure/mv_sp__mv_advertiser_spend__4_2_cascade.sql,3,6156,vevodb,operations,N/A,"mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)","vevodb.operations.mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)",CREATE PROCEDURE,XS,RedShift,DvefAe5IK3+lJQ1/aClvvQ==
53b2786d-0a21-49d8-9dc6-c4748d4df71c,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'DollarStringLiteralExpr' NODE,vevodb/operations/procedure/mv_sp__mv_advertiser_spend__4_2_cascade.sql,3,6560,vevodb,operations,N/A,"mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)","vevodb.operations.mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)",CREATE PROCEDURE,XS,RedShift,DvefAe5IK3+lJQ1/aClvvQ==
53b2786d-0a21-49d8-9dc6-c4748d4df71c,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'DollarStringLiteralExpr' NODE,vevodb/operations/procedure/mv_sp__mv_advertiser_spend__4_2_cascade.sql,3,6694,vevodb,operations,N/A,"mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)","vevodb.operations.mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)",CREATE PROCEDURE,XS,RedShift,DvefAe5IK3+lJQ1/aClvvQ==
53b2786d-0a21-49d8-9dc6-c4748d4df71c,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'DollarStringLiteralExpr' NODE,vevodb/operations/procedure/mv_sp__mv_advertiser_spend__4_2_cascade.sql,3,6810,vevodb,operations,N/A,"mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)","vevodb.operations.mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)",CREATE PROCEDURE,XS,RedShift,DvefAe5IK3+lJQ1/aClvvQ==
53b2786d-0a21-49d8-9dc6-c4748d4df71c,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'DollarStringLiteralExpr' NODE,vevodb/operations/procedure/mv_sp__mv_advertiser_spend__4_2_cascade.sql,3,6913,vevodb,operations,N/A,"mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)","vevodb.operations.mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)",CREATE PROCEDURE,XS,RedShift,DvefAe5IK3+lJQ1/aClvvQ==
53b2786d-0a21-49d8-9dc6-c4748d4df71c,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'DollarStringLiteralExpr' NODE,vevodb/operations/procedure/mv_sp__mv_advertiser_spend__4_2_cascade.sql,3,7022,vevodb,operations,N/A,"mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)","vevodb.operations.mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)",CREATE PROCEDURE,XS,RedShift,DvefAe5IK3+lJQ1/aClvvQ==
53b2786d-0a21-49d8-9dc6-c4748d4df71c,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'DollarStringLiteralExpr' NODE,vevodb/operations/procedure/mv_sp__mv_advertiser_spend__4_2_cascade.sql,3,7149,vevodb,operations,N/A,"mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)","vevodb.operations.mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)",CREATE PROCEDURE,XS,RedShift,DvefAe5IK3+lJQ1/aClvvQ==
53b2786d-0a21-49d8-9dc6-c4748d4df71c,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'DollarStringLiteralExpr' NODE,vevodb/operations/procedure/mv_sp__mv_advertiser_spend__4_2_cascade.sql,3,7292,vevodb,operations,N/A,"mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)","vevodb.operations.mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)",CREATE PROCEDURE,XS,RedShift,DvefAe5IK3+lJQ1/aClvvQ==
53b2786d-0a21-49d8-9dc6-c4748d4df71c,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'DollarStringLiteralExpr' NODE,vevodb/operations/procedure/mv_sp__mv_advertiser_spend__4_2_cascade.sql,3,7427,vevodb,operations,N/A,"mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)","vevodb.operations.mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)",CREATE PROCEDURE,XS,RedShift,DvefAe5IK3+lJQ1/aClvvQ==
53b2786d-0a21-49d8-9dc6-c4748d4df71c,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'DollarStringLiteralExpr' NODE,vevodb/operations/procedure/mv_sp__mv_advertiser_spend__4_2_cascade.sql,3,7555,vevodb,operations,N/A,"mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)","vevodb.operations.mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)",CREATE PROCEDURE,XS,RedShift,DvefAe5IK3+lJQ1/aClvvQ==
53b2786d-0a21-49d8-9dc6-c4748d4df71c,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'DollarStringLiteralExpr' NODE,vevodb/operations/procedure/mv_sp__mv_advertiser_spend__4_2_cascade.sql,3,7657,vevodb,operations,N/A,"mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)","vevodb.operations.mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)",CREATE PROCEDURE,XS,RedShift,DvefAe5IK3+lJQ1/aClvvQ==
53b2786d-0a21-49d8-9dc6-c4748d4df71c,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'DollarStringLiteralExpr' NODE,vevodb/operations/procedure/mv_sp__mv_advertiser_spend__4_2_cascade.sql,3,7788,vevodb,operations,N/A,"mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)","vevodb.operations.mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)",CREATE PROCEDURE,XS,RedShift,DvefAe5IK3+lJQ1/aClvvQ==
53b2786d-0a21-49d8-9dc6-c4748d4df71c,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'DollarStringLiteralExpr' NODE,vevodb/operations/procedure/mv_sp__mv_advertiser_spend__4_2_cascade.sql,3,7922,vevodb,operations,N/A,"mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)","vevodb.operations.mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)",CREATE PROCEDURE,XS,RedShift,DvefAe5IK3+lJQ1/aClvvQ==
53b2786d-0a21-49d8-9dc6-c4748d4df71c,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'DollarStringLiteralExpr' NODE,vevodb/operations/procedure/mv_sp__mv_advertiser_spend__4_2_cascade.sql,3,8031,vevodb,operations,N/A,"mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)","vevodb.operations.mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)",CREATE PROCEDURE,XS,RedShift,DvefAe5IK3+lJQ1/aClvvQ==
53b2786d-0a21-49d8-9dc6-c4748d4df71c,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'DollarStringLiteralExpr' NODE,vevodb/operations/procedure/mv_sp__mv_advertiser_spend__4_2_cascade.sql,3,8172,vevodb,operations,N/A,"mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)","vevodb.operations.mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)",CREATE PROCEDURE,XS,RedShift,DvefAe5IK3+lJQ1/aClvvQ==
53b2786d-0a21-49d8-9dc6-c4748d4df71c,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'DollarStringLiteralExpr' NODE,vevodb/operations/procedure/mv_sp__mv_advertiser_spend__4_2_cascade.sql,3,8603,vevodb,operations,N/A,"mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)","vevodb.operations.mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)",CREATE PROCEDURE,XS,RedShift,DvefAe5IK3+lJQ1/aClvvQ==
53b2786d-0a21-49d8-9dc6-c4748d4df71c,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'DollarStringLiteralExpr' NODE,vevodb/operations/procedure/mv_sp__mv_advertiser_spend__4_2_cascade.sql,3,8731,vevodb,operations,N/A,"mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)","vevodb.operations.mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)",CREATE PROCEDURE,XS,RedShift,DvefAe5IK3+lJQ1/aClvvQ==
53b2786d-0a21-49d8-9dc6-c4748d4df71c,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'DollarStringLiteralExpr' NODE,vevodb/operations/procedure/mv_sp__mv_advertiser_spend__4_2_cascade.sql,3,8836,vevodb,operations,N/A,"mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)","vevodb.operations.mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)",CREATE PROCEDURE,XS,RedShift,DvefAe5IK3+lJQ1/aClvvQ==
53b2786d-0a21-49d8-9dc6-c4748d4df71c,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'DollarStringLiteralExpr' NODE,vevodb/operations/procedure/mv_sp__mv_advertiser_spend__4_2_cascade.sql,3,8945,vevodb,operations,N/A,"mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)","vevodb.operations.mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)",CREATE PROCEDURE,XS,RedShift,DvefAe5IK3+lJQ1/aClvvQ==
53b2786d-0a21-49d8-9dc6-c4748d4df71c,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'DollarStringLiteralExpr' NODE,vevodb/operations/procedure/mv_sp__mv_advertiser_spend__4_2_cascade.sql,3,9086,vevodb,operations,N/A,"mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)","vevodb.operations.mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)",CREATE PROCEDURE,XS,RedShift,DvefAe5IK3+lJQ1/aClvvQ==
53b2786d-0a21-49d8-9dc6-c4748d4df71c,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'DollarStringLiteralExpr' NODE,vevodb/operations/procedure/mv_sp__mv_advertiser_spend__4_2_cascade.sql,3,9221,vevodb,operations,N/A,"mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)","vevodb.operations.mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)",CREATE PROCEDURE,XS,RedShift,DvefAe5IK3+lJQ1/aClvvQ==
53b2786d-0a21-49d8-9dc6-c4748d4df71c,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'DollarStringLiteralExpr' NODE,vevodb/operations/procedure/mv_sp__mv_advertiser_spend__4_2_cascade.sql,3,9355,vevodb,operations,N/A,"mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)","vevodb.operations.mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)",CREATE PROCEDURE,XS,RedShift,DvefAe5IK3+lJQ1/aClvvQ==
53b2786d-0a21-49d8-9dc6-c4748d4df71c,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'DollarStringLiteralExpr' NODE,vevodb/operations/procedure/mv_sp__mv_advertiser_spend__4_2_cascade.sql,3,9471,vevodb,operations,N/A,"mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)","vevodb.operations.mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)",CREATE PROCEDURE,XS,RedShift,DvefAe5IK3+lJQ1/aClvvQ==
53b2786d-0a21-49d8-9dc6-c4748d4df71c,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'DollarStringLiteralExpr' NODE,vevodb/operations/procedure/mv_sp__mv_advertiser_spend__4_2_cascade.sql,3,9575,vevodb,operations,N/A,"mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)","vevodb.operations.mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)",CREATE PROCEDURE,XS,RedShift,DvefAe5IK3+lJQ1/aClvvQ==
53b2786d-0a21-49d8-9dc6-c4748d4df71c,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'DollarStringLiteralExpr' NODE,vevodb/operations/procedure/mv_sp__mv_advertiser_spend__4_2_cascade.sql,3,9675,vevodb,operations,N/A,"mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)","vevodb.operations.mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)",CREATE PROCEDURE,XS,RedShift,DvefAe5IK3+lJQ1/aClvvQ==
53b2786d-0a21-49d8-9dc6-c4748d4df71c,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'DollarStringLiteralExpr' NODE,vevodb/operations/procedure/mv_sp__mv_advertiser_spend__4_2_cascade.sql,3,9806,vevodb,operations,N/A,"mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)","vevodb.operations.mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)",CREATE PROCEDURE,XS,RedShift,DvefAe5IK3+lJQ1/aClvvQ==
53b2786d-0a21-49d8-9dc6-c4748d4df71c,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'DollarStringLiteralExpr' NODE,vevodb/operations/procedure/mv_sp__mv_advertiser_spend__4_2_cascade.sql,3,9966,vevodb,operations,N/A,"mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)","vevodb.operations.mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)",CREATE PROCEDURE,XS,RedShift,DvefAe5IK3+lJQ1/aClvvQ==
53b2786d-0a21-49d8-9dc6-c4748d4df71c,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'DollarStringLiteralExpr' NODE,vevodb/operations/procedure/mv_sp__mv_advertiser_spend__4_2_cascade.sql,3,10071,vevodb,operations,N/A,"mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)","vevodb.operations.mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)",CREATE PROCEDURE,XS,RedShift,DvefAe5IK3+lJQ1/aClvvQ==
53b2786d-0a21-49d8-9dc6-c4748d4df71c,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'DollarStringLiteralExpr' NODE,vevodb/operations/procedure/mv_sp__mv_advertiser_spend__4_2_cascade.sql,3,10475,vevodb,operations,N/A,"mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)","vevodb.operations.mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)",CREATE PROCEDURE,XS,RedShift,DvefAe5IK3+lJQ1/aClvvQ==
53b2786d-0a21-49d8-9dc6-c4748d4df71c,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'DollarStringLiteralExpr' NODE,vevodb/operations/procedure/mv_sp__mv_advertiser_spend__4_2_cascade.sql,3,10609,vevodb,operations,N/A,"mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)","vevodb.operations.mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)",CREATE PROCEDURE,XS,RedShift,DvefAe5IK3+lJQ1/aClvvQ==
53b2786d-0a21-49d8-9dc6-c4748d4df71c,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'DollarStringLiteralExpr' NODE,vevodb/operations/procedure/mv_sp__mv_advertiser_spend__4_2_cascade.sql,3,10725,vevodb,operations,N/A,"mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)","vevodb.operations.mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)",CREATE PROCEDURE,XS,RedShift,DvefAe5IK3+lJQ1/aClvvQ==
53b2786d-0a21-49d8-9dc6-c4748d4df71c,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'DollarStringLiteralExpr' NODE,vevodb/operations/procedure/mv_sp__mv_advertiser_spend__4_2_cascade.sql,3,10828,vevodb,operations,N/A,"mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)","vevodb.operations.mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)",CREATE PROCEDURE,XS,RedShift,DvefAe5IK3+lJQ1/aClvvQ==
53b2786d-0a21-49d8-9dc6-c4748d4df71c,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'DollarStringLiteralExpr' NODE,vevodb/operations/procedure/mv_sp__mv_advertiser_spend__4_2_cascade.sql,3,10937,vevodb,operations,N/A,"mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)","vevodb.operations.mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)",CREATE PROCEDURE,XS,RedShift,DvefAe5IK3+lJQ1/aClvvQ==
53b2786d-0a21-49d8-9dc6-c4748d4df71c,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'DollarStringLiteralExpr' NODE,vevodb/operations/procedure/mv_sp__mv_advertiser_spend__4_2_cascade.sql,3,11064,vevodb,operations,N/A,"mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)","vevodb.operations.mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)",CREATE PROCEDURE,XS,RedShift,DvefAe5IK3+lJQ1/aClvvQ==
53b2786d-0a21-49d8-9dc6-c4748d4df71c,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'DollarStringLiteralExpr' NODE,vevodb/operations/procedure/mv_sp__mv_advertiser_spend__4_2_cascade.sql,3,11207,vevodb,operations,N/A,"mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)","vevodb.operations.mv_sp__mv_advertiser_spend__4_2_cascade(BIGINT,BIGINT,BOOLEAN,CHARACTER VARYING,BIGINT,CHARACTER VARYING)",CREATE PROCEDURE,XS,RedShift,DvefAe5IK3+lJQ1/aClvvQ==
